GLOBALEVENTID,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras
432207863,20150511023000,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",8,2131,-1,2118,1,10,2765,5.27383367139959,,
432207862,20150511023000,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",8,2146,-1,2135,0,20,2765,5.27383367139959,,
432226760,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",5,926,-1,1075,1,40,2765,5.27383367139959,,
432226148,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",9,2500,2524,2403,0,40,2765,5.27383367139959,,
432226147,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",9,2500,2524,2403,0,20,2765,5.27383367139959,,
432226175,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",9,2524,2500,2403,1,40,2765,5.27383367139959,,
432226763,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",5,926,973,952,0,10,2765,5.27383367139959,,
432225652,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",8,-1,2131,2118,1,10,2765,5.27383367139959,,
432226174,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",9,2524,2500,2403,0,40,2765,5.27383367139959,,
432225703,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",5,-1,926,1075,1,40,2765,5.27383367139959,,
432226149,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",9,2500,2524,2403,1,40,2765,5.27383367139959,,
432226173,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",9,2524,2500,2403,0,20,2765,5.27383367139959,,
432226762,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",5,926,962,952,1,20,2765,5.27383367139959,,
432225702,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",5,-1,957,952,0,10,2765,5.27383367139959,,
432226761,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",5,926,962,952,0,10,2765,5.27383367139959,,
432225651,20150511044500,20150511044500,1,campaignasia.com,"http://www.campaignasia.com/Article/397324,YR+Singapore+appoints+Komal+Bedi+Sohal+as+chief+creative+officer.aspx",8,-1,2146,2135,0,30,2765,5.27383367139959,,
432468053,20150512001500,20150512033000,1,campaignasia.com,"http://www.campaignasia.com/Article/397375,BBDO+Singapore+expands+creative+department+with+new+creative+director.aspx",3,1020,-1,1068,1,70,1199,5.88235294117647,,
446965714,20150707183000,20150707183000,1,campaignasia.com,"http://www.campaignasia.com/Article/399593,Dentsu+Aegis+Network+invests+in+Singapore-based+creative+shop+ManghamGaxiola.aspx",5,2300,2340,2331,1,50,2710,2.92682926829268,,
495296208,20151218041500,20151218063000,1,campaignasia.com,"http://www.campaignasia.com/Article/404740,Hotelscom+books+Grey+Group+Singapore+to+lead+its+creative+mandate.aspx",7,1407,1457,1383,1,100,1616,4.85074626865671,,
495296033,20151218041500,20151218063000,1,campaignasia.com,"http://www.campaignasia.com/Article/404740,Hotelscom+books+Grey+Group+Singapore+to+lead+its+creative+mandate.aspx",1,91,116,173,1,100,1616,4.85074626865671,,
521503183,20160316073000,20160316073000,1,campaignasia.com,"http://www.campaignasia.com/Article/406645,Bluemarlin+Singapore+appointed+as+creative+agency+for+Hada+Labo.aspx",4,738,-1,672,1,100,921,6.91823899371069,,
521501659,20160316073000,20160316073000,1,campaignasia.com,"http://www.campaignasia.com/Article/406645,Bluemarlin+Singapore+appointed+as+creative+agency+for+Hada+Labo.aspx",6,-1,974,900,1,100,921,6.91823899371069,,
525579343,20160330000000,20160330040000,1,campaignasia.com,"http://www.campaignasia.com/Article/406881,Metro+Singapore+seeks+new+creative+agency.aspx",2,217,-1,225,1,100,1073,1.22699386503067,,
525644739,20160330040000,20160330040000,1,campaignasia.com,"http://www.campaignasia.com/Article/406881,Metro+Singapore+seeks+new+creative+agency.aspx",2,217,-1,266,1,100,1073,1.22699386503067,,
552911713,20160622190000,20160622190000,1,cosmeticsdesign-asia.com,http://www.cosmeticsdesign-asia.com/Formulation-Science/Eurofragrance-s-Singapore-creative-centre-open-for-business,1,90,114,100,1,50,1910,4.03726708074534,,
552911217,20160622190000,20160622190000,1,cosmeticsdesign-asia.com,http://www.cosmeticsdesign-asia.com/Formulation-Science/Eurofragrance-s-Singapore-creative-centre-open-for-business,1,114,90,100,1,50,1910,4.03726708074534,,
706629252,20171114031500,20171114031500,1,4-traders.com,http://www.4-traders.com/VERIZON-COMMUNICATIONS-4830/news/Oath-unveils-RYOT-Studio-as-its-global-creative-studio-for-brands-and-agencies-Singapore-studio-25499419/,11,2995,3021,3051,1,50,3130,4.8,,
706628259,20171114031500,20171114031500,1,4-traders.com,http://www.4-traders.com/VERIZON-COMMUNICATIONS-4830/news/Oath-unveils-RYOT-Studio-as-its-global-creative-studio-for-brands-and-agencies-Singapore-studio-25499419/,11,3021,-1,3051,1,50,3130,4.8,,
