GLOBALEVENTID,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras
454871777,20150804063000,20150804231500,1,artdaily.com,http://artdaily.com/news/80508/National-Gallery-Singapore-to-open-its-doors-to-the-public-on-24-November-2015-,7,4987,5093,5025,1,40,6593,5.4,,
455086524,20150804231500,20150804231500,1,artdaily.com,http://artdaily.com/news/80508/National-Gallery-Singapore-to-open-its-doors-to-the-public-on-24-November-2015-,6,4757,4794,4772,1,80,6593,5.4,,
455085950,20150804231500,20150804231500,1,artdaily.com,http://artdaily.com/news/80508/National-Gallery-Singapore-to-open-its-doors-to-the-public-on-24-November-2015-,6,4794,4757,4772,0,10,6593,5.4,,
455085949,20150804231500,20150804231500,1,artdaily.com,http://artdaily.com/news/80508/National-Gallery-Singapore-to-open-its-doors-to-the-public-on-24-November-2015-,6,4794,4757,4772,1,70,6593,5.4,,
455086526,20150804231500,20150804231500,1,artdaily.com,http://artdaily.com/news/80508/National-Gallery-Singapore-to-open-its-doors-to-the-public-on-24-November-2015-,7,4987,5093,5025,0,10,6593,5.4,,
458352350,20150817033000,20150817033000,1,artdaily.com,http://artdaily.com/news/80790/--Co--partners-with-National-Gallery-Singapore-to-launch-Gallery---Co-,6,2936,-1,2837,1,50,3777,4.66666666666666,,
472605717,20151003041500,20151003041500,1,artdaily.com,http://artdaily.com/news/81895/National-Gallery-Singapore-to-open-region-s-first-art-education-centre-for-young-visitors,7,2002,-1,2059,1,100,6192,9.375,,
481340449,20151103053000,20151103053000,1,businesswire.com,http://www.businesswire.com/news/home/20151102006872/en/National-Gallery-Singapore-Accenture-Launch-Gallery-Explorer,8,3658,-1,3691,0,20,5997,8.53242320819113,,
481339246,20151103053000,20151103053000,1,businesswire.com,http://www.businesswire.com/news/home/20151102006872/en/National-Gallery-Singapore-Accenture-Launch-Gallery-Explorer,8,-1,3658,3691,0,20,5997,8.53242320819113,,
481340449,20151103053000,20151103054500,1,4-traders.com,http://www.4-traders.com/ACCENTURE-PLC-11521/news/Accenture--National-Gallery-Singapore-and-Accenture-Launch-the-Gallery-Explorer-Mobile-App-21333828/,10,3743,-1,3776,0,20,6174,8.59375,,
481340449,20151103053000,20151103054500,1,4-traders.com,http://www.4-traders.com/ACCENTURE-PLC-11521/news/Accenture--National-Gallery-Singapore-and-Accenture-Launch-the-Gallery-Explorer-Mobile-App-21333828/,10,-1,3743,3776,0,20,6174,8.59375,,
493953108,20151214050000,20151214050000,1,artdaily.com,http://artdaily.com/news/83623/Ink-masters-Wu-Guanzhong-and-Chua-Ek-Kay-take-centre-stage-at-National-Gallery-Singapore,2,374,-1,434,1,100,1838,7.43243243243243,,
493952598,20151214050000,20151214050000,1,artdaily.com,http://artdaily.com/news/83623/Ink-masters-Wu-Guanzhong-and-Chua-Ek-Kay-take-centre-stage-at-National-Gallery-Singapore,2,-1,374,434,1,100,1838,7.43243243243243,,
493953727,20151214050000,20151214050000,1,artdaily.com,http://artdaily.com/news/83623/Ink-masters-Wu-Guanzhong-and-Chua-Ek-Kay-take-centre-stage-at-National-Gallery-Singapore,1,187,-1,197,1,100,1838,7.43243243243243,,
493953728,20151214050000,20151214050000,1,artdaily.com,http://artdaily.com/news/83623/Ink-masters-Wu-Guanzhong-and-Chua-Ek-Kay-take-centre-stage-at-National-Gallery-Singapore,4,1222,-1,1289,0,40,1838,7.43243243243243,,
500666464,20160109043000,20160109043000,1,pressbox.co.uk,http://www.pressbox.co.uk/Business/National_Gallery_Singapore_Now_Open_1647675.html,7,3204,3436,3656,0,30,3900,2.11038961038961,,
500666196,20160109043000,20160109043000,1,pressbox.co.uk,http://www.pressbox.co.uk/Business/National_Gallery_Singapore_Now_Open_1647675.html,7,3232,3548,3661,1,30,3900,2.11038961038961,,
500666197,20160109043000,20160109043000,1,pressbox.co.uk,http://www.pressbox.co.uk/Business/National_Gallery_Singapore_Now_Open_1647675.html,7,3232,3343,3292,1,30,3900,2.11038961038961,,
500666465,20160109043000,20160109043000,1,pressbox.co.uk,http://www.pressbox.co.uk/Business/National_Gallery_Singapore_Now_Open_1647675.html,7,3204,3338,3287,0,30,3900,2.11038961038961,,
526000522,20160331041500,20160331041500,1,artdaily.com,http://artdaily.com/news/86171/National-Gallery-Singapore-opens-co-curated-exhibition-with-Centre-Pompidou,2,599,619,587,1,100,4461,7.21649484536082,,
526000338,20160331041500,20160331041500,1,artdaily.com,http://artdaily.com/news/86171/National-Gallery-Singapore-opens-co-curated-exhibition-with-Centre-Pompidou,6,3882,3973,3940,0,10,4461,7.21649484536082,,
525999234,20160331041500,20160331041500,1,artdaily.com,http://artdaily.com/news/86171/National-Gallery-Singapore-opens-co-curated-exhibition-with-Centre-Pompidou,1,-1,492,412,0,20,4461,7.21649484536082,,
525999233,20160331041500,20160331041500,1,artdaily.com,http://artdaily.com/news/86171/National-Gallery-Singapore-opens-co-curated-exhibition-with-Centre-Pompidou,1,-1,475,412,0,60,4461,7.21649484536082,,
525999148,20160331041500,20160331041500,1,artdaily.com,http://artdaily.com/news/86171/National-Gallery-Singapore-opens-co-curated-exhibition-with-Centre-Pompidou,5,3775,3849,3802,0,20,4461,7.21649484536082,,
526000339,20160331041500,20160331041500,1,artdaily.com,http://artdaily.com/news/86171/National-Gallery-Singapore-opens-co-curated-exhibition-with-Centre-Pompidou,6,3882,3973,3940,1,40,4461,7.21649484536082,,
525999149,20160331041500,20160331041500,1,artdaily.com,http://artdaily.com/news/86171/National-Gallery-Singapore-opens-co-curated-exhibition-with-Centre-Pompidou,5,3775,3849,3802,1,80,4461,7.21649484536082,,
551474010,20160618000000,20160618140000,1,todayonline.com,http://www.todayonline.com/singapore/National-Gallery-Singapore-receives-millionth-visitor,3,948,-1,879,1,100,1457,5.88235294117647,,
551555914,20160618071500,20160618140000,1,todayonline.com,http://www.todayonline.com/singapore/National-Gallery-Singapore-receives-millionth-visitor,3,948,-1,888,1,100,1457,5.88235294117647,,
593804102,20161029020000,20161029020000,1,artdaily.com,http://artdaily.com/news/91177/Queensland-Art-Gallery-and-Singapore-Art-Museum-announce-long-term-partnership,2,808,-1,821,1,100,2821,7.48792270531401,,
593802580,20161029020000,20161029020000,1,artdaily.com,http://artdaily.com/news/91177/Queensland-Art-Gallery-and-Singapore-Art-Museum-announce-long-term-partnership,2,-1,808,821,1,100,2821,7.48792270531401,,
593804104,20161029020000,20161029020000,1,artdaily.com,http://artdaily.com/news/91177/Queensland-Art-Gallery-and-Singapore-Art-Museum-announce-long-term-partnership,1,236,500,464,1,100,2821,7.48792270531401,,
599811055,20161117023000,20161117144500,1,quotenet.nl,http://www.quotenet.nl/Nieuws/Singapore-Airlines-opent-exclusieve-Gallery-in-Amsterdam-187553,2,-1,439,429,1,100,680,1.86915887850467,srclc:nld;eng:GT-NLD 1.0,
599809489,20161117023000,20161117144500,1,quotenet.nl,http://www.quotenet.nl/Nieuws/Singapore-Airlines-opent-exclusieve-Gallery-in-Amsterdam-187553,2,439,-1,429,1,100,680,1.86915887850467,srclc:nld;eng:GT-NLD 1.0,
