GLOBALEVENTID,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras
415734250,20150310010000,20150310010000,1,dailymail.co.uk,http://www.dailymail.co.uk/wires/reuters/article-2987313/SINGAPORE-PRESS-Singapore-monitor-shell-cos-used-tax-avoidance-Business-Times.html,1,0,70,29,1,100,528,-2.15053763440861,,
449581698,20150716063000,20150716100000,1,4-traders.com,http://www.4-traders.com/COSCO-CORPORATION-SINGAP-6492131/news/Cosco-Singapore--Profit-Guidance-20700142/,1,1053,-1,1091,1,50,1314,-0.49751243781094,,
496415635,20151222150000,20151222150000,1,mondaq.com,http://www.mondaq.com/x/453514/trials+appeals+compensation/Singapore+High+Court+Provides+Guidance+on+Stays+of+Arbitral+Proceedings,2,476,-1,498,1,100,9744,-0.4278728606357,,
496415622,20151222150000,20151222150000,1,mondaq.com,http://www.mondaq.com/x/453514/trials+appeals+compensation/Singapore+High+Court+Provides+Guidance+on+Stays+of+Arbitral+Proceedings,33,8260,-1,8327,1,100,9744,-0.4278728606357,,
502410906,20160115033000,20160115033000,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-Abundance-at-The-Seletar-Mall-21693833/,1,-1,552,158,1,50,2485,1.88679245283019,,
502412073,20160115033000,20160115033000,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-Abundance-at-The-Seletar-Mall-21693833/,1,133,552,158,1,50,2485,1.88679245283019,,
548580557,20160609013000,20160609130000,1,reactionsnet.com,http://www.reactionsnet.com/Article/3561071/Sectors/23084/Singapore-regulator-floats-Fintech-guidance.html,3,636,-1,654,1,100,1274,-0.64516129032258,,
548580557,20160609013000,20160609130000,1,reactionsnet.com,http://www.reactionsnet.com/Article/3561071/Singapore-regulator-floats-Fintech-guidance.html,3,619,-1,637,1,100,1255,-0.65359477124183,,
550782311,20160616014500,20160616120000,1,dailymail.co.uk,http://www.dailymail.co.uk/wires/reuters/article-3644542/Singapore-join-G20-plan-against-tax-avoidance.html,4,1200,-1,1262,0,40,1285,0.0,,
703196848,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5799,5696,5711,1,30,13433,5.39014373716632,,
703196844,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,2,466,-1,524,1,90,13433,5.39014373716632,,
703196527,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5696,5799,5711,1,30,13433,5.39014373716632,,
703196849,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5799,5696,5711,1,10,13433,5.39014373716632,,
703195819,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5719,5797,5711,0,50,13433,5.39014373716632,,
703196846,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5797,5719,5711,0,30,13433,5.39014373716632,,
703196845,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5797,5719,5711,0,20,13433,5.39014373716632,,
703195569,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,18,-1,6010,5984,0,20,13433,5.39014373716632,,
703196843,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,18,6010,-1,5984,0,20,13433,5.39014373716632,,
703196847,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5816,5734,5711,0,10,13433,5.39014373716632,,
703195818,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5734,5816,5711,0,10,13433,5.39014373716632,,
703196526,20171102064500,20171102064500,1,4-traders.com,http://www.4-traders.com/SINGAPORE-PRESS-HOLDINGS-6491128/news/Singapore-Press-BuildTech-Asia-2017-sets-new-attendance-record-as-it-expands-internationally-25418577/,17,5696,5816,5711,0,10,13433,5.39014373716632,,
731590051,20180217011500,20180217121500,1,tax-news.com,https://www.tax-news.com/news/Singapore_Issues_More_Automatic_Tax_Info_Exchange_Guidance____76404.html,2,186,-1,389,1,100,3216,-0.40080160320642,,
731687994,20180217121500,20180217121500,1,tax-news.com,https://www.tax-news.com/news/Singapore_Issues_More_Automatic_Tax_Info_Exchange_Guidance____76404.html,2,186,-1,329,1,100,3216,-0.40080160320642,,
