GLOBALEVENTID,SQLDATE,Actor1Name,Actor2Name,QuadClass,NumArticles,NumSources,AvgTone,ActionGeo_Lat,ActionGeo_Long,ActionGeo_Fullname,SOURCEURL
544935652,20160528,MUSLIM,HINDU,4,5,1,-5.79374275782155,19.25,73.15,"Kalyan, Maharashtra, India",http://scroll.in/article/808788/reading-savarkar-how-a-hindutva-icon-justified-the-idea-of-rape-as-a-political-tool
549207572,20160610,AGA KHAN FOUNDATION,KOLKATA,4,4,1,-0.46082949308755,20.5,84.4167,"Odisha, Orissa, India",http://www.dailypioneer.com/todays-newspaper/indian-woman-working-with-ngo-kidnapped-in-kabul.html
549426873,20160611,MUSLIM,CHRISTIAN,4,8,1,-8.7719298245614,20.0,77.0,India,http://www1.cbn.com/cbnnews/world/2016/june/persecution-isnt-just-happening-in-the-muslim-world
549426877,20160611,MUSLIM,HINDU,4,10,1,-8.7719298245614,20.0,77.0,India,http://www1.cbn.com/cbnnews/world/2016/june/persecution-isnt-just-happening-in-the-muslim-world
549501520,20160612,AGA KHAN FOUNDATION,KABUL,4,6,1,-3.470715835141,22.5697,88.3697,"Kolkata, West Bengal, India",http://www.theweek.in/news/india/abducted-indian-woman-whereabouts-still-unknown.html
549062415,20160610,AGA KHAN FOUNDATION,KABUL,4,3,1,-3.25581395348837,18.975,72.8258,"Mumbai, Maharashtra, India",http://theindianawaaz.com/afghanistan-indian-woman-working-with-ngo-abducted-in-kabul/
549207571,20160610,AGA KHAN FOUNDATION,KABUL,4,6,1,-0.46082949308755,20.5,84.4167,"Odisha, Orissa, India",http://www.dailypioneer.com/todays-newspaper/indian-woman-working-with-ngo-kidnapped-in-kabul.html
549035439,20160610,AGA KHAN FOUNDATION,KABUL,4,2,1,-1.13636363636364,22.5697,88.3697,"Kolkata, West Bengal, India",http://www.theweek.in/news/india/indian-woman-abducted-in-kabul.html
565248512,20160801,ISLAMIC,PRIEST,4,4,1,-6.48648648648649,10.0,76.5,"Kerala, Kerala, India",http://ianslive.in/index.php?param=news/Whereabouts_of_abducted_Indian_priest_still_not_known-519646/INTERNATIONAL/13
565412699,20160801,MUSLIM,MUSLIM,4,5,1,-2.87748442598635,27.7167,78.0833,"Sasni, Uttar Pradesh, India",http://organiser.org/Encyc/2016/8/1/Cover-Story--History-Repeats-Itself.aspx
554912370,20160629,LASHKAR E TAIBA,COMMANDER,4,2,1,-6.23781676413255,32.9333,75.1333,"Udhampur, Jammu and Kashmir, India",http://aajtak.intoday.in/story/infiltration-report-claims-more-than-60-fidayeens-crossed-border-to-target-security-forces-1-876031.html
556123794,20160702,MUSLIM,MUSLIM,4,10,1,-1.45278450363196,20.0,77.0,India,http://abpnews.abplive.in/blog/vijayshankar-chaturvedis-blog-on-uniform-civil-code/
556132864,20160702,ISLAMIC,TERRORIST,4,8,1,-6.47482014388489,20.0,77.0,India,http://www.whio.com/news/news/world/emory-berkeley-students-killed-bangladesh-cafe-att/nrrPb/
556155288,20160702,ISLAMIC,DHAKA,4,2,1,-8.61504907306435,28.6,77.2,"New Delhi, Delhi, India",http://swarajyamag.com/world/dhaka-cafe-attack-exposes-the-vulnerability-of-bangladesh
554590062,20160628,HAFIZ SAEED,PAKISTAN,4,10,1,-8.57142857142852,20.0,77.0,India,http://www.livehindustan.com/news/national/article1-hafiz-saeed-son-in-law-plotted-pampore-attack-says-intelligence-sources-541758.html
554540624,20160628,ISLAMIC,UNIVERSITY,4,1,1,-1.26582278481013,18.4333,79.15,"Karimnagar, Andhra Pradesh, India",http://www.nyoooz.com/hyderabad/521112/state-grants-rs-5-lakh-to-family-of-kidnapped-lecturer
554540625,20160628,ISLAMIC,LIBYA,4,4,1,-1.26582278481013,18.4333,79.15,"Karimnagar, Andhra Pradesh, India",http://www.nyoooz.com/hyderabad/521112/state-grants-rs-5-lakh-to-family-of-kidnapped-lecturer
554581910,20160628,MUSLIM,PAKISTAN,4,4,1,3.38345864661654,28.6,77.2,"New Delhi, Delhi, India",http://abpnews.abplive.in/india-news/rss-calls-off-iftar-invitation-to-pakistani-envoy-to-india-abdul-basit-402177/
554498679,20160628,LASHKAR E TOIBA,TERRORIST,4,10,1,-4.6875,26.5333,80.5,"Unnao, Uttar Pradesh, India",http://zeenews.india.com/news/india/when-brave-crpf-men-put-themselves-between-terrorists-bullets-and-colleagues-in-pampore-attack_1900889.html
551264599,20160617,MUSLIM,HINDU PILGRIM,4,3,1,-10.0286532951289,20.9167,70.9167,"Godhra, Gujarat, India",http://www.dpa-international.com/news/international/11-indians-sentenced-to-life-over-2002-gujarat-massacre-a-49693188.html
547783813,20160606,ISLAMIC,CHRISTIAN,4,5,1,-9.88142292490116,20.0,77.0,India,http://bdnews24.com/bangladesh/2016/06/07/bangladesh-home-minister-says-militancy-terrorism-under-control-despite-a-spate-of-murders
557251210,20160706,ISLAMIC,SUICIDE BOMBER,4,1,1,-5.95744680851064,18.975,72.8258,"Mumbai, Maharashtra, India",http://article.wn.com/view/2016/07/06/Islamic_State_says_Dhaka_cafe_slaughter_a_glimpse_of_whats_c_4/
567503156,20160808,MUSLIM,VISHVA HINDU PARISHAD,4,2,1,-3.96659707724426,18.0,79.5,"Telangana, Andhra Pradesh, India",http://naidunia.jagran.com/national-the-rss-also-intensified-attacks-on-dalits-793709
567503157,20160808,MUSLIM,VISHVA HINDU PARISHAD,4,6,1,-3.96659707724426,18.0,79.5,"Telangana, Andhra Pradesh, India",http://naidunia.jagran.com/national-the-rss-also-intensified-attacks-on-dalits-793709
567503155,20160808,MUSLIM,VISHVA HINDU PARISHAD,4,2,1,-3.96659707724426,28.6,77.2,"New Delhi, Delhi, India",http://naidunia.jagran.com/national-the-rss-also-intensified-attacks-on-dalits-793709
567402307,20160808,MUSLIM,POLICE,4,10,1,-7.24907063197026,13.5,76.0,"Karnataka, Karnataka, India",http://www.merinews.com/article/why-has-mr-modi-suddenly-spoken-against-cow-vigilantism/15918547.shtml
567480741,20160808,MUSLIM,BIHAR,4,2,1,-3.51170568561873,25.1833,85.5167,"Bihar, Bihar, India",http://indiatoday.intoday.in/story/modis-statement-on-cow-vigilantes-came-too-late-for-akhlaq-says-up-minister/1/735150.html
567379509,20160808,MUSLIM,ACTIVIST,4,2,1,-10.5485232067511,23.2667,77.4,"Bhopal, Madhya Pradesh, India",http://www.siasat.com/news/muslim-teen-assaulted-bajrang-dal-goons-tension-raisen-town-mp-998111/
567436053,20160808,MUSLIM,DALIT,4,8,1,-5.14905149051491,23.5,78.5,"Madhya Pradesh, Madhya Pradesh, India",http://prahaar.in/pm-narendra-modi-speech-in-hyderabad/
546809326,20160603,MUSLIM,HINDU,4,8,1,-8.2402234636871,20.9167,70.9167,"Godhra, Gujarat, India","http://www.asianews.it/news-en/Gujarat-massacre-of-Muslims:-24-guilty,-but-36-acquitted-37673.html"
546809327,20160603,MUSLIM,HINDU,4,2,1,-8.2402234636871,23.0833,72.6667,"Sabarmati, Gujarat, India","http://www.asianews.it/news-en/Gujarat-massacre-of-Muslims:-24-guilty,-but-36-acquitted-37673.html"
546741024,20160603,MUSLIM,KASHMIRI,4,6,1,-0.85073472544471,33.9167,76.6667,"Kashmir, Jammu and Kashmir, India",http://zeenews.india.com/marathi/news/bloggers-park/kashmiri-pandits-problem-ever-escape/316100
546833772,20160603,MUSLIM,POLICE,4,6,1,-4.31990659661412,24.8667,88.0167,"Kaliachak, West Bengal, India",http://www.openthemagazine.com/article/india/hate-wave-look-who-wants-a-riot
558958636,20160712,ISLAM,RELIGION,4,4,1,-6.97674418604654,28.6,77.2,"New Delhi, Delhi, India",http://www.namasthetelangaana.com/topic/Zakir-Naik.html
549236435,20160610,AGA KHAN FOUNDATION,STAFF MEMBER,4,10,1,-1.20481927710844,22.5697,88.3697,"Kolkata, West Bengal, India",http://timesofindia.indiatimes.com/india/Indian-NGO-worker-abducted-in-Kabul-Taliban-suspected/articleshow/52696789.cms
557252919,20160706,OSAMA BIN LADEN,NEW YORK,4,8,1,-7.45156482861401,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.palpalindia.com/2016/07/06/Naik-clamped-down-on-Islamic-Scholar-NIA-began-investigating-police-office-news-in-hindi-148496.html
557245444,20160706,ISLAMIC,TERRORIST,4,8,1,-2.60707635009311,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.livehindustan.com/news/national/article1-dr-zakir-naik-islamic-religious-leaders-speech-dhaka-terror-attack-543349.html
555372512,20160630,LASHKAR E TAIBA,TERRORIST,4,2,1,-5.12820512820513,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.jagran.com/news/national-saeed-kept-supporting-2611-perpetrators-even-after-attacks-12788383.html
555546414,20160630,HAFIZ SAEED,HAFIZ SAEED,4,4,1,-5.50458715596331,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.punjabkesari.in/national/news/conspiracy-armed-mastermind-satellite-phones-expose-488960
555388932,20160630,MUSLIM,SIKH,4,4,1,-1.16279069767442,30.4667,74.8833,"Jaito, Punjab, India",http://www.rozanaspokesman.com/category/15-today-in-history.aspx
555388931,20160630,MUSLIM,SIKH,4,6,1,-1.16279069767442,24.15,77.4333,"Anandpur, Madhya Pradesh, India",http://www.rozanaspokesman.com/category/15-today-in-history.aspx
560360282,20160716,MUSLIM,WORKER,4,10,1,-8.29268292682927,11.25,75.7667,"Kozhikode, Kerala, India",http://www.thehindu.com/news/cities/kozhikode/iuml-worker-stabbed-to-death/article8857875.ece
560145143,20160715,MUSLIM,GOVERNMENT,4,10,1,-5.77319587628866,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.prabhatkhabar.com/news/delhi/dr-zakir-naik-adresses-media-over-skype-from-medina-on-dhaka-terror-attack/830210.html
560141161,20160715,ISLAMIC,BIHAR,4,2,1,-3.78378378378379,25.6,85.1167,"Patna, Bihar, India",http://naidunia.jagran.com/national-pro-pakistani-slogans-raised-in-bihar-during-rally-supporting-naik-and-owaisi-780412
561992325,20160721,ISLAM,UNITED NATIONS,4,10,1,-3.19148936170213,33.9167,76.6667,"Kashmir, Jammu and Kashmir, India",http://dunya.com.pk/index.php/city/sargodha/2016-07-21/830921
557572191,20160707,ISLAMIC,BAGHDAD,4,2,1,0.52356020942408,20.0,77.0,India,http://www.theislandnow.com/great_neck/news/eid-al-fitr-celebration-welcomes-all-faces/article_d6dad8f4-444f-11e6-8ec5-db00d0c2006d.html
557530625,20160707,MUSLIM,MILITANT,4,8,1,-2.01612903225807,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.dawnnews.tv/news/1039900/
557686655,20160707,IMAM,BANGLADESH,4,1,1,-8.5585585585586,23.2406,87.8694,"Burdwan, West Bengal, India",http://www.prabhatkhabar.com/news/west-bengal/story/826059.html
557842948,20160708,MUSLIM,HINDU,4,2,1,-6.06617647058824,22.5697,88.3697,"Kolkata, West Bengal, India",http://www.hindustantimes.com/india-news/tripura-governor-in-hot-water-again-over-bangladesh-attack-tweets/story-ma7hyqLyXkSAcaHc0yzjHM.html
557842949,20160708,MUSLIM,HINDU,4,2,1,-6.06617647058824,22.5697,88.3697,"Kolkata, West Bengal, India",http://www.hindustantimes.com/india-news/tripura-governor-in-hot-water-again-over-bangladesh-attack-tweets/story-ma7hyqLyXkSAcaHc0yzjHM.html
557476942,20160707,ISLAM,BANGLADESH,4,4,1,-9.42028985507244,27.15,78.4167,"Firozabad, Uttar Pradesh, India",http://www.livehindustan.com/news/national/article1-deoband-on-blasts-in-dhaka-and-saudi-arabia-543459.html
563261382,20160725,HAFIZ SAEED,MUMBAI,4,6,1,-5.70469798657718,18.975,72.8258,"Mumbai, Maharashtra, India",http://navbharattimes.indiatimes.com/world/pakistan/hafiz-saeeds-jamaat-ud-dawa-medical-team-to-apply-for-indian-visa-to-travel-to-kashmir/articleshow/53380862.cms
564196702,20160728,MUSLIM,OPPOSITION PARTIES,4,1,1,-1.08173076923077,28.6667,77.2167,"Delhi, Delhi, India",http://www.livemint.com/Politics/0Uv4U97DLUzxLsn4Awn6KJ/Political-updates-Arvind-Kejriwal-alleges-PM-Modi-may-get-m.html
569177477,20160814,MUSLIM,PAKISTAN,4,2,1,-1.49625935162094,28.6667,77.2167,"Dehli, Delhi, India",http://nation.com.pk/national/14-Aug-2016/down-the-memory-lane-with-dr-rafique
569183137,20160814,MUSLIM,KERALA,4,6,1,-8.60215053763441,10.0,76.5,"Kerala, Kerala, India",http://www.ndtv.com/kerala-news/muslim-league-worker-hacked-to-death-in-keralas-kozhikode-1443953
569180792,20160814,MUSLIM,KERALA,4,2,1,-11.965811965812,11.25,75.7667,"Kozhikode, Kerala, India",http://www.punemirror.in/news/india/Row-in-Kerala-over-Muslim-League-activists-death/articleshow/53689766.cms
569164225,20160814,MUSLIM,MERCENARIES,4,10,1,-6.72913117546849,18.5333,73.8667,"Pune, Maharashtra, India",http://dunya.com.pk/index.php/author/ibrahim-raja/2016-08-14/16474/20595135
556653356,20160704,ISLAM,ISLAM,4,10,1,-5.73248407643312,20.0,77.0,India,http://www.antaranews.com/berita/571596/bangladesh-katakan-beberapa-penyerang-rumah-makan-terdidik-dan-berada
556893554,20160705,MUSLIM,MEDINA,4,10,1,-7.66550522648085,20.0,77.0,India,http://banglamail24.com/news/160511
554294553,20160627,MUSLIM,JAMMU AND KASHMIR,4,2,1,-8.25242718446602,33.9167,76.6667,"Kashmir, Jammu and Kashmir, India",http://newsbd71.com/?p=101273
559815115,20160714,MUSLIM,KASHMIRI,4,2,1,-4.54545454545454,20.0,77.0,India,http://indianexpress.com/article/india/india-news-india/pakistan-burhan-wani-hizbul-mujahideen-freedom-fighter-kashmir-india-2913858/
560029558,20160715,ISLAMIC,PARIS,4,8,1,-7.24637681159422,28.0,76.0,"Hindustan, India (general), India",http://www.livehindustan.com/news/international/article1-france-nice-terror-attack-truck-driver-killed-544870.html
559843453,20160714,HAFIZ SAEED,MUMBAI,4,6,1,-5.59139784946237,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.patrika.com/news/crime/twitter-account-of-hafiz-saeed-blocked-1349393/
559824285,20160714,ISLAM,POPULATION,4,4,1,-5.11945392491467,18.975,72.8258,"Mumbai, Maharashtra, India",http://dailypakistan.pk/national/2016/07/14/18921
559924701,20160714,ISLAM,ISLAMIC,4,10,1,-7.87037037037037,25.85,72.6833,"Ajit, Rajasthan, India",http://timesofindia.indiatimes.com/india/Muslims-facing-worst-ever-challenge-by-ISIS-says-Maulana-Mahmood-Madani/articleshow/53216120.cms
565248509,20160801,ISLAMIC,KERALA,4,4,1,-6.48648648648649,10.0,76.5,"Kerala, Kerala, India",http://ianslive.in/index.php?param=news/Whereabouts_of_abducted_Indian_priest_still_not_known-519646/INTERNATIONAL/13
557461768,20160630,MUSLIM,CONGRESS,4,2,1,-3.3096926713948,28.6,77.2,"New Delhi, Delhi, India",http://www.jagran.com/news/national-digvijay-singh-shared-zakir-naiks-munch-in2012-14277052.html
557461769,20160630,MUSLIM,CONGRESS,4,2,1,-3.3096926713948,28.6,77.2,"New Delhi, Delhi, India",http://www.jagran.com/news/national-digvijay-singh-shared-zakir-naiks-munch-in2012-14277052.html
557646181,20160707,ISLAM,TERRORIST,4,10,1,-0.56179775280898,20.9667,72.9,"Surat, Gujarat, India",http://navbharattimes.indiatimes.com/opinion/editorial/eid-of-this-year-in-backdrop-of-bangladesh-terror-attack/articleshow/53083082.cms
557722363,20160708,ISLAMIC,ISLAM,4,10,1,-5.43735224586288,18.975,72.8258,"Mumbai, Maharashtra, India",http://www.jagran.com/maharashtra/mumbai-mumbai-police-will-probe-zakir-naiks-speeches-14281857.html
557842950,20160708,MUSLIM,HINDU,4,6,1,-6.06617647058824,22.5697,88.3697,"Kolkata, West Bengal, India",http://www.hindustantimes.com/india-news/tripura-governor-in-hot-water-again-over-bangladesh-attack-tweets/story-ma7hyqLyXkSAcaHc0yzjHM.html
563301374,20160725,MUSLIM,MUJAHIDEEN,4,2,1,-4.52830188679245,33.9167,76.6667,"Kashmir, Jammu and Kashmir, India",http://falaknews.com/urdu-news/12076
563468397,20160726,MUSLIM,KERALA,4,3,1,-4.23728813559322,10.7725,76.6514,"Palakkad, Kerala, India",http://zeenews.india.com/news/kerala/muslim-writer-accused-of-insulting-god-attacked-in-kerala_1911586.html
558125780,20160709,ISLAM,MEDINA,4,10,1,-7.51173708920187,17.3753,78.4744,"Hyderabad, Andhra Pradesh, India",http://abpnews.abplive.in/india-news/owaisi-attacks-is-says-dog-409245/
558138528,20160709,ISLAMIC,ISLAM,4,10,1,-5.35714285714286,17.3753,78.4744,"Hyderabad, Andhra Pradesh, India",http://navbharattimes.indiatimes.com/state/other-states/hyderabad/isis-demonising-islam-its-militants-are-dogs-of-hell-asaduddin-owaisi/articleshow/53127081.cms
557996118,20160708,MUSLIM,POPULATION,4,4,1,-2.08333333333334,18.3,83.9,"Srikakulam, Andhra Pradesh, India",http://www.sakshi.com/news/opinion/real-test-to-islam-by-shekhar-gupta-359751
558125781,20160709,ISLAM,MEDINA,4,10,1,-6.38297872340425,28.6,77.2,"New Delhi, Delhi, India",http://www.newstracklive.com/news/asdduddin-owaisi-calls-ISIS-hell-of-dog-1067409-1.html
558077815,20160709,ISLAMIC,DHAKA,4,3,1,-5.54016620498615,24.1833,88.2667,"Murshidabad, West Bengal, India",http://m.thehindu.com/news/national/jmb-was-collecting-funds-on-pretext-of-helping-gujarat-victims/article8825018.ece
