GLOBALEVENTID,SQLDATE,Actor1Name,Actor2Name,Actor1Religion1Code,Actor2Religion1Code,NumMentions,NumSources,ActionGeo_Lat,ActionGeo_Long,ActionGeo_Fullname,SOURCEURL
585903775,20161005,SIKH,SIKH,SIK,SIK,6,1,55.8333,-4.25,"Glasgow, Glasgow City, United Kingdom",http://www.hindustantimes.com/world-news/historic-justice-for-sikh-man-murdered-in-scotland-in-1998/story-huDG0G75Ib7sLmmuhCAC6J.html
587946931,20161011,CHRISTIAN,UNITED KINGDOM,CHR,,10,1,53.5,-2.21667,"Manchester, Manchester, United Kingdom",http://www.express.co.uk/news/uk/720091/Christian-doctor-molested-patient-massage-Matthew-Gale
590611844,20161019,JEWISH,,JEW,,2,1,51.3917,1.43889,"Botany Bay, Kent, United Kingdom",http://www.postandcourier.com/features/arts_and_travel/
590611845,20161019,JEWISH,,JEW,,8,1,51.3917,1.43889,"Botany Bay, Kent, United Kingdom",http://www.postandcourier.com/features/arts_and_travel/
591593406,20161022,UNITED KINGDOM,,CHR,,1,1,54.0,-2.0,United Kingdom,http://www.deccanchronicle.com/world/europe/221016/uk-violent-thug-slaughters-ex-girlfriend-housemate-following-row-over-tap.html
591593223,20161022,CHRISTIAN,,CHR,,6,1,54.0,-2.0,United Kingdom,http://www.deccanchronicle.com/world/europe/221016/uk-violent-thug-slaughters-ex-girlfriend-housemate-following-row-over-tap.html
591593407,20161022,UNITED KINGDOM,UNITED KINGDOM,CHR,,1,1,54.0,-2.0,United Kingdom,http://www.deccanchronicle.com/world/europe/221016/uk-violent-thug-slaughters-ex-girlfriend-housemate-following-row-over-tap.html
592856008,20161026,CHRISTIAN,RESIDENTS,CHR,,1,1,54.0,-2.0,United Kingdom,http://www.christiandaily.com/article/muslim-mob-in-pakistan-beats-and-evicts-christian-pastors-family-from-home/58664.htm
592754479,20161026,HINDU,ISLAM,HIN,MOS,2,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://sheikyermami.com/2016/10/a-revolting-piece-of-islamopuffery-from-australias-abc/
592753944,20161026,CHRISTIAN,ISLAM,CHR,MOS,2,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://sheikyermami.com/2016/10/a-revolting-piece-of-islamopuffery-from-australias-abc/
593567161,20161028,JEWISH,PROTESTER,JEW,,10,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.rt.com/uk/364528-israel-protest-university-palestine/
593713262,20161028,JEWISH,PROTESTER,JEW,,2,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.palestinechronicle.com/26656-2/
593844219,20161029,THE POPE,LAWYER,CHR,,4,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.catholicworldreport.com/Item/5159/the_holy_spirit_and_the_two_stewards_of_justice.aspx
593904301,20161029,CHRISTIANITY,,CHR,,10,1,54.0,-2.0,United Kingdom,http://www.dnevnik.mk/default.asp?ItemID=B0B2F2CCFA721D4F9AC71AD46646A0C1
594113856,20161030,JEWISH,PROTESTER,JEW,,10,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.sott.net/article/332522-Israeli-speaker-claims-he-was-more-scared-trapped-in-a-room-by-Palestinian-protesters-at-London-University-than-he-was-in-the-IDF
594286425,20161031,HINDU,,HIN,,3,1,52.2,0.116667,"Cambridge, Cambridgeshire, United Kingdom",http://m.themalaymailonline.com/world/article/inmates-flee-indian-jail-after-slashing-guards-throat
595494392,20161103,JEWISH,,JEW,,10,1,50.7,-3.53333,"Exeter, Devon, United Kingdom",http://thetab.com/uk/exeter/2016/11/02/reaction-dr-yaron-brooks-talk-shows-cant-handle-free-speech-33637
595466779,20161103,CATHOLIC,PARLIAMENT,CHR,,10,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.standard.co.uk/lifestyle/london-life/who-was-guy-fawkes-everything-you-need-to-know-about-bonfire-night-2016-a3386301.html
595817939,20161104,HINDU,,HIN,,6,1,54.0,-2.0,United Kingdom,http://www.dailynayadiganta.com/detail/news/167286
595907275,20161104,CATHOLIC,,CHR,,2,1,54.0,-2.0,United Kingdom,http://www.skyhidailynews.com/news/de-vos-dont-blow-it-on-the-ninth/
596147690,20161105,SIKH,UNITED KINGDOM,SIK,,8,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://punjabipost.ca/%E0%A8%85%E0%A8%AA%E0%A8%B0%E0%A9%87%E0%A8%B8%E0%A8%BC%E0%A8%A8-%E0%A8%AC%E0%A8%B2%E0%A8%BF%E0%A8%8A-%E0%A8%B8%E0%A8%9F%E0%A8%BE%E0%A8%B0-%E0%A8%B5%E0%A8%BF%E0%A9%B1%E0%A8%9A-%E0%A8%AC%E0%A9%8D-2/
596297652,20161106,CATHOLIC,COMMUNITY,CHR,,10,1,54.0,-2.0,United Kingdom,http://www.mynet.com/haber/ilginc-haberler/guy-fawkes-kim-v-for-vendettadaki-maskenin-arkasindaki-gercek-tarihi-figur-2713112-1
596381141,20161106,JEWISH,,JEW,,2,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.bookwormroom.com/2016/11/06/bureaucrats-job-security-dangerous/
596381140,20161106,JEWISH,,JEW,,8,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.bookwormroom.com/2016/11/06/bureaucrats-job-security-dangerous/
597865631,20161110,JEWISH,BUSINESS,JEW,,2,1,54.0,-2.0,United Kingdom,http://fusion.net/story/368783/donald-trump-racist-incidents-attacks/
598880804,20161114,JEWISH,,JEW,,5,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.ibtimes.co.uk/swastikas-seen-painted-vans-opposite-jewish-girls-school-stamford-hill-north-london-1591477
602565029,20161125,YOGA,,HIN,,5,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.standard.co.uk/lifestyle/london-life/ourmala-the-philanthropic-project-helping-refugees-to-rebuild-their-lives-through-yoga-a3405401.html
602427826,20161125,CATHOLIC MISSIONARY,FRANCE,CHR,,2,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.thenationalstudent.com/International/2016-11-25/killer_on_the_run_after_knifing_woman_to_death_at_french_religious_home.html
604782833,20161202,JEWISH,UNITED KINGDOM,JEW,,5,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://ejpress.org/index.php?option=com_content&view=article&id=56591&catid=8
606864180,20161209,THE POPE,JOURNALIST,CHR,,3,1,54.0,-2.0,United Kingdom,http://freerepublic.com/focus/f-religion/3503021/posts
607189767,20161210,ANGLICAN,NIGERIA,CHR,,1,1,51.5167,-0.05,"Whitechapel, Tower Hamlets, United Kingdom",http://www.virtueonline.org/cofe-out-touch-says-bishop-what-will-maidstone-bishop-do-if-cofe-okays-gay-marriage-uk-denies-three
607080604,20161210,THE POPE,JOURNALIST,CHR,,3,1,54.0,-2.0,United Kingdom,http://freerepublic.com/focus/f-religion/3503319/posts
608413393,20161214,JEWISH,,JEW,,2,1,54.0,-2.0,United Kingdom,https://www.algemeiner.com/2016/12/14/british-watchdog-calls-on-government-regulator-to-investigate-london-us-palestine-society-for-falsely-testifying-lecture-equating-zionism-nazism-contained-no-antisemitism/
608841169,20161215,CATHOLIC,,CHR,,10,1,54.0,-2.0,United Kingdom,http://www.workersliberty.org/story/2013/10/04/political-islam-christian-fundamentalism-marxism-and-left-today-0
608703518,20161215,PROTESTANT,UNITED KINGDOM,CHR,,12,2,54.35,-6.66667,"Armagh, Armagh, United Kingdom",http://www.newsletter.co.uk/news/families-have-sparked-new-police-inquiries-over-kingsmills-massacre-1-7735481
608703516,20161215,PROTESTANT,,CHR,,8,2,54.35,-6.66667,"Armagh, Armagh, United Kingdom",http://www.newsletter.co.uk/news/families-have-sparked-new-police-inquiries-over-kingsmills-massacre-1-7735481
609757929,20161219,CHRISTIAN,NAPLES,CHR,,6,1,54.0,-2.0,United Kingdom,http://www.businessinsider.com.au/blood-of-san-gennaro-fails-to-liquefy-meaning-2017-could-be-a-disaster-2016-12
611143779,20161223,JEWISH,BUSINESS,JEW,,5,1,54.0,-2.0,United Kingdom,http://www.wortfm.org/kiosk-for-december-23rd/
612259894,20161228,SOTO,UNITED KINGDOM,BUD,,1,1,53.65,-1.6,"Middletown, Wakefield, United Kingdom",http://www.centralctcommunications.com/newbritainherald/article_dbac64e2-cca3-11e6-b58d-03f973090556.html
613401776,20170101,CHRISTIAN,,CHR,,3,1,54.0,-2.0,United Kingdom,http://www.bfi.org.uk/news-opinion/sight-sound-magazine/reviews-recommendations/film-week-silence-2016-martin-scorsese
613848544,20170103,JEWISH,UNITED KINGDOM,JEW,,2,1,54.1667,-1.5,"North Yorkshire, North Yorkshire, United Kingdom",http://www.stljewishlight.com/news/world/article_a595f4ad-b47f-5549-9a73-d4a960d6e778.html
614458960,20170105,RABBI,JEWISH,JEW,JEW,2,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://blogs.timesofisrael.com/the-truth-hertz/
614458959,20170105,RABBI,JEWISH,JEW,JEW,8,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://blogs.timesofisrael.com/the-truth-hertz/
616010469,20170111,ANGLICAN,,CHR,,10,1,54.0,-2.0,United Kingdom,http://edmontonjournal.com/news/crime/anglican-priest-accused-in-1980s-youth-sex-assaults-faces-additional-charges
616657503,20170113,SOTO,,BUD,,3,1,54.0,-2.0,United Kingdom,http://www.trustedreviews.com/news/microsoft-staffers-who-had-the-firm-s-worst-job-are-suing-over-ptsd
618091540,20170117,BALE,,CHR,,6,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.fame10.com/entertainment/10-things-you-didnt-know-about-christian-bale/
620685782,20170125,CATHOLIC,CHRISTIANITY,CHR,CHR,6,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.laineygossip.com/Silence-directed-by-Martin-Scorsese--starring-Andrew-Garfield--Adam-Driver--Liam-Neeson-movie-review/46067
622339186,20170130,ATHEIST,,ATH,,10,1,54.0,-2.0,United Kingdom,https://www.theguardian.com/commentisfree/2017/jan/30/the-guardian-view-on-fear-of-islam-terrorism-is-not-a-religion
622682992,20170131,ATHEIST,,ATH,,5,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.newageislam.com/islamic-world-news/new-age-islam-news-bureau/jihadist-groups-hail-donald-trump%E2%80%99s-travel-ban-as-victory--report/d/109903
623350693,20170202,JEWISH,,JEW,,5,1,53.5,-2.21667,"Manchester, Manchester, United Kingdom",http://www.manchestereveningnews.co.uk/news/greater-manchester-news/more-200-anti-semitic-incidents-12541076
623266953,20170202,JEWISH,,JEW,,10,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.dailymail.co.uk/news/article-4182672/Anti-Semitic-attacks-record-high.html
623479695,20170202,JEWISH,,JEW,,5,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.chroniclelive.co.uk/news/north-east-news/i-stab-you-jew-children-12544601
623641650,20170203,JEWISH,UNIVERSITY,JEW,,1,1,52.2,0.116667,"Cambridge, Cambridgeshire, United Kingdom",http://www.thetower.org/4518-survey-anti-semtic-incidents-in-uk-rise-to-all-time-high/
623687988,20170203,CATHOLIC,,CHR,,2,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://culto.latercera.com/2017/02/02/silencio-la-novela-inspiro-scorsese/
623641651,20170203,JEWISH,UNITED KINGDOM,JEW,,4,1,52.2,0.116667,"Cambridge, Cambridgeshire, United Kingdom",http://www.thetower.org/4518-survey-anti-semtic-incidents-in-uk-rise-to-all-time-high/
626117213,20170210,CHRISTIAN,UNITED KINGDOM,CHR,,2,1,51.8333,0.583333,"Essex, Essex, United Kingdom",http://www.hillingdontimes.co.uk/news/15081954.Watford_s_Most_Wanted___10_February_2017/
626117212,20170210,CHRISTIAN,,CHR,,6,1,51.8333,0.583333,"Essex, Essex, United Kingdom",http://www.hillingdontimes.co.uk/news/15081954.Watford_s_Most_Wanted___10_February_2017/
626225963,20170210,CHRISTIAN,,CHR,,5,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.huffingtonpost.co.uk/caitlin-roper/fifty-shades-darker-is-fi_b_14674132.html
627093514,20170213,YOGA,STUDENT,HIN,,4,1,54.0,-2.0,United Kingdom,http://goldenisles.news/life/dartmouth-student-s-yoga-program-helps-injured-brains-heal/article_858eaf1a-d340-5801-9aa7-0b7d3ec3956f.html
627188486,20170214,CHRISTIAN,UNITED KINGDOM,CHR,,2,1,50.3333,-4.9,"Saint Stephen, Cornwall, United Kingdom",https://article.wn.com/view/2017/02/14/The_courageous_front_page_that_made_Britain_listen_DOREEN_LA/
627443493,20170214,SIKH,POPULATION,SIK,,3,1,54.0,-2.0,United Kingdom,https://americanlibrariesmagazine.org/2017/02/14/resources-for-resettlement/
627442626,20170214,HINDU,POPULATION,HIN,,3,1,54.0,-2.0,United Kingdom,https://americanlibrariesmagazine.org/2017/02/14/resources-for-resettlement/
627188492,20170214,CHRISTIAN,SAINT,CHR,,2,1,50.3333,-4.9,"Saint Stephen, Cornwall, United Kingdom",https://article.wn.com/view/2017/02/14/The_courageous_front_page_that_made_Britain_listen_DOREEN_LA/
627188485,20170214,CHRISTIAN,UNITED KINGDOM,CHR,,6,1,50.3333,-4.9,"Saint Stephen, Cornwall, United Kingdom",https://article.wn.com/view/2017/02/14/The_courageous_front_page_that_made_Britain_listen_DOREEN_LA/
627461570,20170214,CHRISTIAN,,CHR,,10,1,52.6667,0.0,"Fenland, United Kingdom (general), United Kingdom",http://geopolis.francetvinfo.fr/bureau-londres/2017/02/14/vers-la-fin-des-bobbies-non-armes-au-royaume-uni.html
628597279,20170217,SIKH,LONDON,SIK,,2,1,52.9667,-1.16667,"Nottingham, Nottingham, United Kingdom",http://www.deccanchronicle.com/world/europe/170217/uk-sikh-man-gets-life-term-for-brutally-killing-step-grandfather.html
629862782,20170221,YOGA,STUDENT,HIN,,10,1,54.0,-2.0,United Kingdom,http://estilo.uol.com.br/comportamento/noticias/redacao/2017/02/21/este-instrutor-de-ioga-escoces-com-certeza-vai-deixar-seu-dia-mais-zen.htm
629562749,20170221,CHRISTIAN,REGIME,CHR,,7,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.abqjournal.com/953810/for-a-trump-adviser-an-odyssey-from-the-fringes-of-washington-to-the-center-of-power.html
629562746,20170221,CHRISTIAN,LONDON,CHR,,1,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.abqjournal.com/953810/for-a-trump-adviser-an-odyssey-from-the-fringes-of-washington-to-the-center-of-power.html
629562748,20170221,CHRISTIAN,REGIME,CHR,,6,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.abqjournal.com/953810/for-a-trump-adviser-an-odyssey-from-the-fringes-of-washington-to-the-center-of-power.html
630154704,20170222,CHRISTIAN,REGIME,CHR,,6,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.mypalmbeachpost.com/news/for-trump-adviser-odyssey-from-the-fringe-center-power/QSxT8uqYcsYq4mLJPJEC8H/
630221227,20170222,PROTESTANT,,CHR,,2,1,54.35,-6.66667,"Armagh, Armagh, United Kingdom",http://www.belfasttelegraph.co.uk/news/northern-ireland/coroner-tells-mod-to-put-up-or-shut-up-over-kingsmill-shooting-files-35473326.html
630221229,20170222,PROTESTANT,UNITED KINGDOM,CHR,,6,1,54.35,-6.66667,"Armagh, Armagh, United Kingdom",http://www.belfasttelegraph.co.uk/news/northern-ireland/coroner-tells-mod-to-put-up-or-shut-up-over-kingsmill-shooting-files-35473326.html
630221228,20170222,PROTESTANT,VILLAGE,CHR,,2,1,54.35,-6.66667,"Armagh, Armagh, United Kingdom",http://www.belfasttelegraph.co.uk/news/northern-ireland/coroner-tells-mod-to-put-up-or-shut-up-over-kingsmill-shooting-files-35473326.html
630179268,20170222,CHRISTIAN,MANCHESTER,CHR,,4,1,53.5,-2.21667,"Manchester, Manchester, United Kingdom",http://usa.onlinenigeria.com/news/172065-jamal-udeen-s-wife-says-syria-was-not-her-cup-of-tea.html
630179267,20170222,CHRISTIAN,UNITED KINGDOM,CHR,,2,1,53.5,-2.21667,"Manchester, Manchester, United Kingdom",http://usa.onlinenigeria.com/news/172065-jamal-udeen-s-wife-says-syria-was-not-her-cup-of-tea.html
630154705,20170222,CHRISTIAN,REGIME,CHR,,7,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.mypalmbeachpost.com/news/for-trump-adviser-odyssey-from-the-fringe-center-power/QSxT8uqYcsYq4mLJPJEC8H/
630154702,20170222,CHRISTIAN,LONDON,CHR,,1,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.mypalmbeachpost.com/news/for-trump-adviser-odyssey-from-the-fringe-center-power/QSxT8uqYcsYq4mLJPJEC8H/
630657510,20170223,HINDU,,HIN,,4,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.saamana.com/%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE-%E0%A4%B8%E0%A4%BE%E0%A4%B5%E0%A4%B0%E0%A4%95%E0%A4%B0-%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A5%80-%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%82%E0%A4%A4%E0%A4%BF/
630338358,20170223,PROTESTANT,,CHR,,2,1,54.35,-6.66667,"Armagh, Armagh, United Kingdom",http://www.thetimes.co.uk/edition/ireland/put-up-or-shut-up-kingsmill-coroner-tells-mod-kw877h3j7
630338359,20170223,PROTESTANT,VILLAGE,CHR,,2,1,54.35,-6.66667,"Armagh, Armagh, United Kingdom",http://www.thetimes.co.uk/edition/ireland/put-up-or-shut-up-kingsmill-coroner-tells-mod-kw877h3j7
630338360,20170223,PROTESTANT,UNITED KINGDOM,CHR,,6,1,54.35,-6.66667,"Armagh, Armagh, United Kingdom",http://www.thetimes.co.uk/edition/ireland/put-up-or-shut-up-kingsmill-coroner-tells-mod-kw877h3j7
631275166,20170225,CHRISTIAN,LONDON,CHR,,1,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.getreligion.org/getreligion/2017/2/24/is-trump-advisor-gorkas-views-on-islam-a-bit-too-realistic
631275168,20170225,CHRISTIAN,REGIME,CHR,,6,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.getreligion.org/getreligion/2017/2/24/is-trump-advisor-gorkas-views-on-islam-a-bit-too-realistic
631275169,20170225,CHRISTIAN,REGIME,CHR,,7,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.getreligion.org/getreligion/2017/2/24/is-trump-advisor-gorkas-views-on-islam-a-bit-too-realistic
631540790,20170227,CHRISTIAN,SAINT,CHR,,2,1,50.3333,-4.9,"Saint Stephen, Cornwall, United Kingdom",https://article.wn.com/view/2017/02/27/Savers_hoping_for_flexible_retirement_face_working_into_late/
631540788,20170227,CHRISTIAN,UNITED KINGDOM,CHR,,8,1,50.3333,-4.9,"Saint Stephen, Cornwall, United Kingdom",https://article.wn.com/view/2017/02/27/Savers_hoping_for_flexible_retirement_face_working_into_late/
632883213,20170302,CHRISTIAN,WORKER,CHR,,5,1,54.5833,-5.93333,"Belfast, Belfast, United Kingdom",http://www.christiantoday.com/article/buried.alive.for.three.days.christian.drugs.worker.speaks.from.beyond.the.grave/105187.htm
633793837,20170305,THE POPE,,CHR,,12,1,54.0,-2.0,United Kingdom,http://www.islamtoday.net/albasheer/artshow-15-237385.htm
633860154,20170306,THE POPE,,CHR,,12,2,54.0,-2.0,United Kingdom,http://hamrinnews.net/world-news/500926.html
635428542,20170310,CATHOLIC,UNITED KINGDOM,CHR,,4,1,54.0,-2.0,United Kingdom,http://www.catholicnewsagency.com/saint.php?n=173
635428548,20170310,CATHOLIC,SCOTTISH,CHR,,6,1,54.0,-2.0,United Kingdom,http://www.catholicnewsagency.com/saint.php?n=173
636439628,20170313,YOGA,,HIN,,8,1,51.5,-0.116667,"London, London, City of, United Kingdom",https://www.theguardian.com/fashion/2017/mar/13/amal-clooney-maternity-wardrobe-media-human-rights-lawyer-appearance-sexism-mermaid-hair
637842494,20170317,CATHOLIC,BRITAIN,CHR,,14,1,54.0,-2.0,United Kingdom,http://www.catholicherald.co.uk/news/2017/03/16/catholic-institute-leaves-britain-after-years-of-mental-torture-over-visa-applications/
637830792,20170317,PROTESTANT,RELIGION,CHR,,3,1,55.0,-7.33333,"Londonderry, Derry, United Kingdom",http://www.belfasttelegraph.co.uk/opinion/letters/the-ira-and-the-nazis-worked-hand-in-glove-35540085.html
637830791,20170317,PROTESTANT,RELIGION,CHR,,2,1,54.5833,-5.93333,"Belfast, Belfast, United Kingdom",http://www.belfasttelegraph.co.uk/opinion/letters/the-ira-and-the-nazis-worked-hand-in-glove-35540085.html
637975507,20170317,CHRISTIAN,,CHR,,5,1,51.5,-0.133333,"Buckingham Palace, Westminster, United Kingdom",http://www.deccanchronicle.com/opinion/op-ed/180317/cabbages-kings-battles-over-hijab-niqab-beards.html
638709879,20170320,CATHOLIC,SERVICEMEN,CHR,,2,1,54.3667,-7.63333,"Enniskillen, Fermanagh, United Kingdom",http://www.impartialreporter.com/news/15161694.Renovated_memorial_to_pay_tribute_to_village___s_war_dead/
638709878,20170320,CATHOLIC,SERVICEMEN,CHR,,8,1,54.3167,-7.4,"Brookeborough, Fermanagh, United Kingdom",http://www.impartialreporter.com/news/15161694.Renovated_memorial_to_pay_tribute_to_village___s_war_dead/
638923973,20170321,CATHOLIC,,CHR,,4,2,55.0,-7.33333,"Londonderry, Derry, United Kingdom",http://news.sky.com/story/martin-mcguinness-from-guns-to-government-10809328
638923974,20170321,CATHOLIC,,CHR,,2,2,54.5,-6.5,"Northern Ireland, Craigavon, United Kingdom",http://news.sky.com/story/martin-mcguinness-from-guns-to-government-10809328
638956656,20170321,CATHOLIC,,CHR,,3,1,54.5,-6.5,"Northern Ireland, Craigavon, United Kingdom",http://www.newstalk.com/reader/47.301/95428/0/
639793241,20170323,MENNONITE,,CHR,,10,1,54.0,-2.0,United Kingdom,http://imparcialoaxaca.mx/policiaca/hyc/menonitas-viven-pesadilla
640055320,20170324,CHRISTIAN,LONDON,CHR,,8,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://politis.com.cy/article/get-in-the-car---dite-pos-figadeftike-i-mei-tin-ora-tis-epithesis
640027014,20170324,CATHOLIC,,CHR,,2,1,54.0,-2.0,United Kingdom,http://www.aftenbladet.no/meninger/debatt/Den-blodigste-krigeren-sikret-freden-540944b.html
640237124,20170324,CATHOLIC,BRITISH,CHR,,6,1,54.0,-2.0,United Kingdom,http://www.merrittherald.com/dyer-northern-ireland-little-violence-perhaps/
640006752,20170324,SIKH,,SIK,,10,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://jagbani.punjabkesari.in/international/news/british-sikhs-condemn-deplorable-incident-683686
639961745,20170324,ANGLICAN,SCOTTISH,CHR,,10,1,54.0,-2.0,United Kingdom,http://www.revistaenie.clarin.com/revista-n/literatura/dios-cria-ficcion-junta_0_Byhfj1cjg.html
639934301,20170324,MORMON,UNITED KINGDOM,CHR,,4,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.tulsaworld.com/news/usworld/utah-man-killed-in-london-attack-was-hit-on-bridge/article_5f224fa4-2955-5a64-a7d8-4c9203178475.html
640412902,20170325,SIKH,A US,SIK,,10,1,54.0,-2.0,United Kingdom,http://aajtak.intoday.in/story/india-urges-the-trump-administration-to-pursue-the-sale-of-f-16-fighter-aircraft-1-919668.html
640344437,20170325,CATHOLIC,BRITISH,CHR,,6,1,54.0,-2.0,United Kingdom,http://www.thetelegram.com/opinion/columnists/2017/3/25/gwynne-dyer--northern-ireland--a-little-violence--perhaps-.html
640531450,20170326,SIKH,A US,SIK,,8,1,54.0,-2.0,United Kingdom,http://aajtak.intoday.in/story/hate-crime-indian-americans-together-says-we-will-stay-here-only-1-919737.html
640541301,20170326,CATHOLIC,BRITISH,CHR,,6,1,54.0,-2.0,United Kingdom,http://lethbridgeherald.com/commentary/opinions/2017/03/26/mcguinnesss-north-ireland-legacy/
640531449,20170326,SIKH,A US,SIK,,2,1,54.0,-2.0,United Kingdom,http://aajtak.intoday.in/story/hate-crime-indian-americans-together-says-we-will-stay-here-only-1-919737.html
642065695,20170330,CATHOLIC,BRITISH,CHR,,6,1,54.0,-2.0,United Kingdom,http://www.vueweekly.com/a-little-violence-perhaps/
642408404,20170331,CATHOLIC,ARMY,CHR,,2,1,57.5667,-4.03333,"Fort George, Highland, United Kingdom",http://www.realclearpolitics.com/articles/2017/03/31/mcguinness_the_slippery_shadow_in_irish_dirty_war___133488.html
642408402,20170331,CATHOLIC,UNITED KINGDOM,CHR,,4,1,57.5667,-4.03333,"Fort George, Highland, United Kingdom",http://www.realclearpolitics.com/articles/2017/03/31/mcguinness_the_slippery_shadow_in_irish_dirty_war___133488.html
642199054,20170331,CATHOLIC,BRITISH,CHR,,6,1,54.0,-2.0,United Kingdom,http://theportugalnews.com/news/northern-ireland-a-little-violence-perhaps/41549
646854420,20170414,CHRISTIAN,PALESTINIAN,CHR,,4,1,54.0,-2.0,United Kingdom,http://contacto-latino.com/es/noticias/201502/206196660/una-turista-britanica-muere-el-heraldo-colombia/
648864316,20170421,CHRISTIANITY,BRITISH,CHR,CHR,9,1,54.0,-2.0,United Kingdom,http://www.surinenglish.com/lifestyle/201704/21/have-english-tired-george-20170421125041.html
649057964,20170422,CHRISTIANITY,ROME,CHR,,3,1,54.0,-2.0,United Kingdom,http://www.belfasttelegraph.co.uk/opinion/columnists/alf-mccreary/christians-the-world-over-should-wear-their-faith-as-badge-of-pride-35643201.html
650389267,20170426,CHRISTIAN,,CHR,,6,1,51.55,-0.283333,"Wembley, Brent, United Kingdom",http://www.the42.ie/tottenham-1-0-crystal-palace-report-3360443-Apr2017/
650385520,20170426,CHRISTIAN,UNITED KINGDOM,CHR,,2,1,51.55,-0.283333,"Wembley, Brent, United Kingdom",http://www.nigeriatoday.ng/2017/04/eriksen-strikes-late-to-keep-spurs-in-title-hunt/
650487099,20170427,CHRISTIAN,UNITED KINGDOM,CHR,,2,1,51.55,-0.283333,"Wembley, Brent, United Kingdom",http://www.business-standard.com/article/pti-stories/eriksen-strikes-late-to-keep-spurs-in-title-hunt-117042700200_1.html
650487097,20170427,CHRISTIAN,,CHR,,6,1,51.55,-0.283333,"Wembley, Brent, United Kingdom",http://www.business-standard.com/article/pti-stories/eriksen-strikes-late-to-keep-spurs-in-title-hunt-117042700200_1.html
651084622,20170428,IRAQ,IRAQ,CHR,,1,1,54.0,-2.0,United Kingdom,https://world.wng.org/2017/04/globe_trot_held_hostage_by_isis
651461405,20170430,JEWISH,JEWISH,JEW,JEW,1,1,53.4833,-2.26667,"Salford, Salford, United Kingdom",http://www.deccanchronicle.com/world/europe/300417/paedophile-in-uk-gets-22-years-in-jail-for-multiple-instances-of-rape-assault.html
652712154,20170504,YOGA,,HIN,,2,1,54.0,-2.0,United Kingdom,http://zeenews.india.com/india/baba-ramdev-calls-for-100-heads-for-each-indian-soldiers-death-2002194.html
653565242,20170508,CHRISTIAN,AGENCE FRANCE PRESS,CHR,,2,1,51.5,-0.116667,"London, London, City of, United Kingdom",http://www.brudirect.com/news.php?id=26782
654772329,20170511,JEWISH,ISRAEL,JEW,,4,1,54.0,-2.0,United Kingdom,http://www.stljewishlight.com/news/world/article_89938be1-8633-511c-a43d-792db8884fb6.html
654772331,20170511,JEWISH,PALESTINIAN,JEW,,2,1,54.0,-2.0,United Kingdom,http://www.stljewishlight.com/news/world/article_89938be1-8633-511c-a43d-792db8884fb6.html
655005643,20170512,CHRISTIAN,,CHR,,10,1,54.0,-2.0,United Kingdom,http://www.christiansinpakistan.com/brick-kiln-owner-kidnaps-christian-labourer-demands-heavy-ransom-for-release/
